"Accepted.Name","Is.Dead","Accession.Number","Catalogue.Number","TaxonomicName","Genus","Family","Provenance.Code","Legacy.Provenance.Code","Country.ISO","Last.Seen.On","target"
"Thelasis pygmaea","ALIVE","2017-42","K:LCD-2017-42*1","Thelasis pygmaea","Thelasis","Orchidaceae","","N - Natural Source and Progeny","","04-07-2024","genus"
"Thelasis pygmaea","ALIVE","2013-1694","K:LCD-2013-1694*1","Thelasis pygmaea","Thelasis","Orchidaceae","","N - Natural Source and Progeny","","04-11-2024","genus"
"Thladiantha villosula","ALIVE","1988-4508","K:LCD-1988-4508*1","Thladiantha villosula","Thladiantha","Cucurbitaceae","","N - Natural Source and Progeny","China","18-12-2024","genus"
"Thladiantha villosula","ALIVE","1988-4508","K:LCD-1988-4508*2","Thladiantha villosula","Thladiantha","Cucurbitaceae",NA,"N - Natural Source and Progeny","China","24-05-2024","genus"
"Thomasia petalocalyx","ALIVE","2004-2906","K:LCD-2004-2906*2","Thomasia petalocalyx","Thomasia","Malvaceae","","","","12-01-2025","genus"
"Thomasia petalocalyx","ALIVE","2004-2906","K:LCD-2004-2906*4","Thomasia petalocalyx","Thomasia","Malvaceae",NA,"","","21-11-2024","genus"
"Thomasia petalocalyx","ALIVE","2004-2906","K:LCD-2004-2906*1","Thomasia petalocalyx","Thomasia","Malvaceae",NA,"","","18-07-2024","genus"
"Thottea siliquosa","ALIVE","1996-1265","K:LCD-1996-1265*1","Thottea siliquosa","Thottea","Aristolochiaceae","","N - Natural Source and Progeny","Sri Lanka","23-12-2023","genus"
"Thouinia discolor","ALIVE","2011-987","K:LCD-2011-987*1","Thouinia discolor","Thouinia","Sapindaceae","","N - Natural Source and Progeny","Turks and Caicos Islands","05-12-2023","genus"
"Tovomita","ALIVE","1982-1656","K:LCD-1982-1656*1","Tovomita","Tovomita","Clusiaceae","","N - Natural Source and Progeny","Ecuador","20-12-2023","genus"
"Trachyandra","ALIVE","2021-1080","K:LCD-2021-1080*1","Trachyandra","Trachyandra","Asphodelaceae","","N - Natural Source and Progeny","South Africa","14-01-2025","genus"
"Trachyandra bulbinifolia","ALIVE","2023-2059","K:LCD-2023-2059*1","Trachyandra bulbinifolia","Trachyandra","Asphodelaceae","","N - Natural Source and Progeny","South Africa","30-11-2023","genus"
"Trachyandra muricata","ALIVE","2023-0321","K:LCD-2023-0321*1","Trachyandra muricata","Trachyandra","Asphodelaceae","","N - Natural Source and Progeny","South Africa","20-02-2024","genus"
"Trachyandra paniculata","ALIVE","2023-2161","K:LCD-2023-2161*1","Trachyandra paniculata","Trachyandra","Asphodelaceae","","N - Natural Source and Progeny","","21-02-2024","genus"
"Trachyandra tortilis","ALIVE","2023-2170","K:LCD-2023-2170*1","Trachyandra tortilis","Trachyandra","Asphodelaceae","","N - Natural Source and Progeny","South Africa","21-02-2024","genus"
"Triainolepis arcuata","ALIVE","2008-2390","K:LCD-2008-2390*1","Triainolepis arcuata","Triainolepis","Rubiaceae","","N - Natural Source and Progeny","Madagascar","05-06-2023","genus"
"Triainolepis xerophila","ALIVE","2006-1765","K:LCD-2006-1765*2","Triainolepis xerophila","Triainolepis","Rubiaceae","","","Madagascar","05-06-2023","genus"
"Tricalysia cryptocalyx","ALIVE","1969-1333","K:LCD-1969-1333*2","Tricalysia cryptocalyx","Tricalysia","Rubiaceae","","N - Natural Source and Progeny","Madagascar","10-06-2025","genus"
"Tricalysia cryptocalyx","ALIVE","2009-3521","K:LCD-2009-3521*1","Tricalysia cryptocalyx","Tricalysia","Rubiaceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","genus"
"Trichomanes auriculatum","ALIVE","1994-1081","K:LCD-1994-1081*1","Trichomanes auriculatum","Trichomanes","Hymenophyllaceae","","N - Natural Source and Progeny","Malaysia","12-10-2023","family"
"Trichomanes auriculatum","ALIVE","1994-1081","K:LCD-1994-1081*1","Trichomanes auriculatum","Trichomanes","Hymenophyllaceae","","N - Natural Source and Progeny","Malaysia","12-10-2023","genus"
"Trichomanes minutum","ALIVE","2022-1089","K:LCD-2022-1089*1","Trichomanes minutum","Trichomanes","Hymenophyllaceae","","","","12-10-2023","genus"
"Trichomanes minutum","ALIVE","2022-1089","K:LCD-2022-1089*1","Trichomanes minutum","Trichomanes","Hymenophyllaceae","","","","12-10-2023","family"
"Trichosalpinx blaisdellii","ALIVE","2021-590","K:LCD-2021-590*1","Trichosalpinx blaisdellii","Trichosalpinx","Orchidaceae","","N - Natural Source and Progeny","Costa Rica","20-01-2023","genus"
"Trichosalpinx memor","ALIVE","2021-591","K:LCD-2021-591*1","Trichosalpinx memor","Trichosalpinx","Orchidaceae","","N - Natural Source and Progeny","Costa Rica","20-01-2023","genus"
"Trichosalpinx rotundata","ALIVE","2021-592","K:LCD-2021-592*1","Trichosalpinx rotundata","Trichosalpinx","Orchidaceae","","N - Natural Source and Progeny","Costa Rica","20-01-2023","genus"
"Tridactyle tridactylites","ALIVE","2003-2944","K:LCD-2003-2944*1","Tridactyle tridactylites","Tridactyle","Orchidaceae","","","","15-07-2024","genus"
"Tristellateia","ALIVE","2007-1655","K:LCD-2007-1655*1","Tristellateia","Tristellateia","Malpighiaceae","","N - Natural Source and Progeny","Madagascar","12-05-2023","genus"
"Trochomeria macrocarpa subsp. macrocarpa","ALIVE","1974-3627","K:LCD-1974-3627*1","Trochomeria macrocarpa subsp. macrocarpa","Trochomeria","Cucurbitaceae","","N - Natural Source and Progeny","Congo, Democratic Republic of the","13-02-2024","genus"
"Tropidia curculigoides","ALIVE","2018-1240","K:LCD-2018-1240*1","Tropidia curculigoides","Tropidia","Orchidaceae","","N - Natural Source and Progeny","","26-07-2022","genus"
"Tulista marginata","ALIVE","2023-1910","K:LCD-2023-1910*1","Tulista marginata","Tulista","Asphodelaceae","","","","02-11-2023","genus"
"Tulista pumila","ALIVE","1997-6923","K:LCD-1997-6923*1","Tulista pumila","Tulista","Asphodelaceae","","","","01-12-2023","genus"
"Vallaris solanacea","ALIVE","1946-13302","K:LCD-1946-13302*1","Vallaris solanacea","Vallaris","Apocynaceae","","","","15-03-2023","genus"
"Varronia bahamensis","ALIVE","2014-384","K:LCD-2014-384*2","Varronia bahamensis","Varronia","Boraginaceae","","N - Natural Source and Progeny","","05-12-2023","genus"
"Varronia curassavica","ALIVE","1936-31901","K:LCD-1936-31901*1","Varronia curassavica","Varronia","Boraginaceae","","","","22-12-2023","genus"
"Varronia rupicola","ALIVE","2014-405","K:LCD-2014-405*1","Varronia rupicola","Varronia","Boraginaceae","","N - Natural Source and Progeny","","05-12-2023","genus"
"Varronia rupicola","ALIVE","2009-2709","K:LCD-2009-2709*2","Varronia rupicola","Varronia","Boraginaceae","","N - Natural Source and Progeny","British Virgin Islands","05-12-2023","genus"
"Varronia rupicola","ALIVE","2011-1273","K:LCD-2011-1273*1","Varronia rupicola","Varronia","Boraginaceae","","N - Natural Source and Progeny","British Virgin Islands","05-12-2023","genus"
"Varronia rupicola","ALIVE","2005-1557","K:LCD-2005-1557*2","Varronia rupicola","Varronia","Boraginaceae","","N - Natural Source and Progeny","British Virgin Islands","05-12-2023","genus"
"Vellozia dasypus","ALIVE","2021-780","K:LCD-2021-780*2","Vellozia dasypus","Vellozia","Velloziaceae","","N - Natural Source and Progeny","Brazil","03-07-2023","genus"
"Vellozia dasypus","ALIVE","2021-780","K:LCD-2021-780*1","Vellozia dasypus","Vellozia","Velloziaceae","","N - Natural Source and Progeny","Brazil","14-01-2025","genus"
"Virgilia oroboides","ALIVE","2018-386","K:LCD-2018-386*3","Virgilia oroboides","Virgilia","Fabaceae",NA,"N - Natural Source and Progeny","South Africa","23-06-2022","genus"
"Volkameria inermis","ALIVE","1973-12316","K:LCD-1973-12316*1","Volkameria inermis","Volkameria","Lamiaceae","","","","19-06-2025","genus"
"Vrydagzynea albida","ALIVE","2023-1268","K:LCD-2023-1268*1","Vrydagzynea albida","Vrydagzynea","Orchidaceae","","N - Natural Source and Progeny","","27-06-2024","genus"
"Wercklea","ALIVE","2024-1572","K:LCD-2024-1572*1","Wercklea","Wercklea","Malvaceae","","","","05-09-2024","genus"
"Wercklea ferox","ALIVE","1989-1609","K:LCD-1989-1609*1","Wercklea ferox","Wercklea","Malvaceae","","","Ecuador","23-12-2023","genus"
"Wercklea flavovirens","ALIVE","2014-2400","K:LCD-2014-2400*2","Wercklea flavovirens","Wercklea","Malvaceae","","N - Natural Source and Progeny","Jamaica","23-12-2023","genus"
"Wercklea flavovirens","ALIVE","1992-2038","K:LCD-1992-2038*1","Wercklea flavovirens","Wercklea","Malvaceae","","N - Natural Source and Progeny","Jamaica","23-12-2023","genus"
"Wercklea insignis","ALIVE","2023-1879","K:LCD-2023-1879*1","Wercklea insignis","Wercklea","Malvaceae","","","","26-10-2023","genus"
"Wittrockia superba","ALIVE","1973-1771","K:LCD-1973-1771*1","Wittrockia superba","Wittrockia","Bromeliaceae","","","","17-07-2025","genus"
"Wittsteinia vacciniacea","ALIVE","2016-403","K:LCD-2016-403*2","Wittsteinia vacciniacea","Wittsteinia","Alseuosmiaceae",NA,"N - Natural Source and Progeny","Australia","28-12-2024","family"
"Wittsteinia vacciniacea","ALIVE","2016-403","K:LCD-2016-403*2","Wittsteinia vacciniacea","Wittsteinia","Alseuosmiaceae",NA,"N - Natural Source and Progeny","Australia","28-12-2024","genus"
"Wittsteinia vacciniacea","ALIVE","2016-403","K:LCD-2016-403*1","Wittsteinia vacciniacea","Wittsteinia","Alseuosmiaceae","","N - Natural Source and Progeny","Australia","20-12-2024","family"
"Wittsteinia vacciniacea","ALIVE","2016-403","K:LCD-2016-403*1","Wittsteinia vacciniacea","Wittsteinia","Alseuosmiaceae","","N - Natural Source and Progeny","Australia","20-12-2024","genus"
"Xiphidium caeruleum","ALIVE","2012-1019","K:LCD-2012-1019*2","Xiphidium caeruleum","Xiphidium","Haemodoraceae","","N - Natural Source and Progeny","Peru","28-06-2022","genus"
"Xiphidium caeruleum","ALIVE","2012-619","K:LCD-2012-619*1","Xiphidium caeruleum","Xiphidium","Haemodoraceae","","N - Natural Source and Progeny","Ecuador","28-06-2022","genus"
"Xyloolaena perrieri","ALIVE","2021-980","K:LCD-2021-980*1","Xyloolaena perrieri","Xyloolaena","Sarcolaenaceae","","N - Natural Source and Progeny","Madagascar","12-05-2023","family"
"Xyloolaena perrieri","ALIVE","2021-980","K:LCD-2021-980*1","Xyloolaena perrieri","Xyloolaena","Sarcolaenaceae","","N - Natural Source and Progeny","Madagascar","12-05-2023","genus"
"Xyloolaena richardii","ALIVE","2016-1511","K:LCD-2016-1511*1","Xyloolaena richardii","Xyloolaena","Sarcolaenaceae","","N - Natural Source and Progeny","Madagascar","29-07-2022","genus"
"Xyloolaena richardii","ALIVE","2016-1511","K:LCD-2016-1511*1","Xyloolaena richardii","Xyloolaena","Sarcolaenaceae","","N - Natural Source and Progeny","Madagascar","29-07-2022","family"
"Xyloolaena sambiranensis","ALIVE","2020-1170","K:LCD-2020-1170*1","Xyloolaena sambiranensis","Xyloolaena","Sarcolaenaceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","genus"
"Xyloolaena sambiranensis","ALIVE","2020-1170","K:LCD-2020-1170*1","Xyloolaena sambiranensis","Xyloolaena","Sarcolaenaceae","","N - Natural Source and Progeny","Madagascar","12-01-2023","family"
"Yavia cryptocarpa","ALIVE","2023-1002","K:LCD-2023-1002*1","Yavia cryptocarpa","Yavia","Cactaceae","","","","07-06-2023","genus"
"Zapoteca portoricensis","ALIVE","1969-16378","K:LCD-1969-16378*1","Zapoteca portoricensis","Zapoteca","Fabaceae",NA,"","","01-08-2024","genus"
"Zollernia glabra","ALIVE","1993-3632","K:LCD-1993-3632*1","Zollernia glabra","Zollernia","Fabaceae","","N - Natural Source and Progeny","Brazil","22-12-2023","genus"
